Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
8125544687,2021-07-07 16:05:08,2021-07-07 10:27:00,,Indiana,812,"Reducing your debt (credit cards, mortgage, student loans)",N
6094838246,2021-07-07 16:05:09,2021-07-07 13:08:00,,Louisiana,225,Dropped call or no message,Y
7273876678,2021-07-07 16:05:10,2021-07-07 11:59:00,,Florida,727,Warranties  & protection plans,Y
9032003127,2021-07-07 16:05:12,2021-07-07 12:41:00,,Texas,903,Other,Y
6073768434,2021-07-07 16:05:14,2021-07-06 11:01:00,Elmira,New York,607,Other,Y
3463804570,2021-07-07 16:05:15,2021-07-07 15:00:00,,Texas,832,Warranties  & protection plans,Y
6017240450,2021-07-07 16:05:16,2021-07-07 15:28:00,Jupiter,Florida,772,Dropped call or no message,N
7145946338,2021-07-07 16:05:17,2021-07-07 15:48:00,,New Jersey,973,"Reducing your debt (credit cards, mortgage, student loans)",N
,2021-07-07 16:05:17,2021-07-07 00:00:00,,New York,718,No Subject Provided,Y
6018037161,2021-07-07 16:05:19,2021-07-06 17:58:00,,West Virginia,304,No Subject Provided,Y
7027819149,2021-07-07 16:05:31,2021-07-07 16:04:00,Berlin,New Jersey,702,Warranties  & protection plans,Y
3252410407,2021-07-07 16:05:33,2021-07-07 14:26:00,Evanston,Illinois,847,Other,Y
6146545000,2021-07-07 16:05:34,2021-07-07 13:50:00,Columbus,Ohio,614,Dropped call or no message,Y
8135006303,2021-07-07 16:05:35,2021-06-28 14:49:00,Seattle,Washington,503,Warranties  & protection plans,Y
3208448022,2021-07-07 16:05:36,2021-06-28 13:15:00,,California,209,Dropped call or no message,Y
3609966722,2021-07-07 16:05:37,2021-07-07 03:46:00,Falconer,New York,716,Other,Y
9713860487,2021-07-07 16:05:38,2021-07-07 09:02:00,Marcola,Oregon,541,Dropped call or no message,Y
4432948190,2021-07-07 16:05:38,2021-07-06 16:00:00,Easton,Maryland,443,Other,Y
7343464437,2021-07-07 16:05:40,2021-07-01 16:02:00,New York,New York,646,Other,Y
3233131275,2021-07-07 16:05:41,2021-07-07 10:22:00,decatur,Illinois,217,Other,
8138074398,2021-07-07 16:05:42,2021-07-05 10:14:00,Stevens Point,Wisconsin,715,Other,Y
7273876678,2021-07-07 16:05:49,2021-07-07 16:03:00,,Florida,727,Warranties  & protection plans,Y
8596663084,2021-07-07 16:05:51,2021-07-01 16:44:00,Lexington,Kentucky,859,Other,Y
5342208679,2021-07-07 16:05:52,2021-07-07 10:20:00,Eau Claire,Wisconsin,715,Dropped call or no message,Y
2253969782,2021-07-07 16:05:52,2021-07-07 12:20:00,,Louisiana,225,Dropped call or no message,Y
8339154028,2021-07-07 16:05:53,2021-07-05 13:00:00,,New York,845,"Calls pretending to be government, businesses, or family and friends",Y
2342552880,2021-07-07 16:05:55,2021-07-07 14:00:00,Rancho Cucamonga,California,909,Other,Y
2099460358,2021-07-07 16:05:58,2021-07-07 13:02:00,El Segundo,California,310,Warranties  & protection plans,Y
7133528464,2021-07-07 16:06:01,2021-07-07 11:56:00,Spring,Louisiana,337,Other,Y
7174590397,2021-07-07 16:06:05,2021-07-07 16:00:00,,Pennsylvania,717,Vacation  & timeshares,Y
2065132456,2021-07-07 16:06:08,2021-07-02 11:47:00,Bellingham,Washington,360,Medical  & prescriptions,Y
9544369553,2021-07-07 16:06:11,2021-07-07 11:06:00,,West Virginia,304,No Subject Provided,Y
9137968885,2021-07-07 16:06:12,2021-06-29 09:49:00,Seattle,Oregon,503,Warranties  & protection plans,Y
4433358727,2021-07-07 16:07:20,2021-07-07 00:00:00,,New Hampshire,603,No Subject Provided,N
6182177776,2021-07-07 16:06:14,2021-07-07 13:38:00,Benton,Illinois,618,Other,N
8142201770,2021-07-07 16:06:16,2021-07-07 16:02:00,Wapwallopen,Pennsylvania,570,Warranties  & protection plans,
9094176292,2021-07-07 16:06:17,2021-07-07 14:52:00,,Wisconsin,920,Other,Y
6146545000,2021-07-07 16:06:19,2021-07-07 13:50:00,Columbus,Ohio,614,Dropped call or no message,Y
,2021-07-07 16:06:35,2021-07-07 15:53:00,,Tennessee,865,No Subject Provided,N
6146181578,2021-07-07 16:06:23,2021-06-28 09:53:00,,California,209,Dropped call or no message,Y
7738228194,2021-07-07 16:06:24,2021-07-07 16:03:00,,Massachusetts,339,Other,Y
8882206222,2021-07-07 16:06:25,2021-07-07 12:00:00,Flint,Michigan,810,Other,Y
6084004181,2021-07-07 16:06:26,2021-07-05 10:03:00,Stevens Point,Wisconsin,715,Other,Y
8032516021,2021-07-07 16:06:27,2021-07-06 17:25:00,Columbia,South Carolina,803,Dropped call or no message,Y
9712705010,2021-07-07 16:06:27,2021-07-06 16:12:00,Marcola,Oregon,541,Dropped call or no message,Y
2075590928,2021-07-07 16:06:28,2021-07-07 15:41:00,,Maine,207,Warranties  & protection plans,Y
2606399116,2021-07-07 16:06:31,2021-07-07 11:22:00,,New Jersey,732,Other,Y
6074449588,2021-07-07 16:06:33,2021-07-06 11:08:00,Bingo,New York,607,Other,N
2519318036,2021-07-07 16:06:40,2021-07-06 12:55:00,Homestead,Florida,786,Other,Y
3212043105,2021-07-07 16:06:41,2021-07-07 15:29:00,West Palm Beach,Florida,561,Medical  & prescriptions,N
7724699144,2021-07-07 16:06:46,2021-07-07 15:50:00,O Fallon,Illinois,618,"Calls pretending to be government, businesses, or family and friends",Y
8136375324,2021-07-07 16:06:46,2021-06-29 13:09:00,Seattle,Oregon,503,Warranties  & protection plans,Y
2178726700,2021-07-07 16:06:48,2021-07-07 02:39:00,decatur,Illinois,217,Other,
3367378234,2021-07-07 16:06:51,2021-07-07 16:02:00,Southport,North Carolina,910,Vacation  & timeshares,Y
,2021-07-07 16:06:57,2021-07-07 15:15:00,Phillips,Wisconsin,715,Medical  & prescriptions,N
6802378286,2021-07-07 16:07:02,2021-07-07 12:53:00,Elmira,New York,607,Other,Y
9802860013,2021-07-07 16:07:05,2021-07-07 04:04:00,Winterville,North Carolina,252,Warranties  & protection plans,Y
3312653927,2021-07-07 16:07:07,2021-07-07 12:38:00,Henderson,Nevada,708,Dropped call or no message,Y
2098522984,2021-07-07 16:07:10,2021-06-25 14:41:00,,California,209,Dropped call or no message,Y
6788827010,2021-07-07 16:07:12,2021-07-07 13:30:00,Columbus,Ohio,614,Dropped call or no message,Y
5412013370,2021-07-07 16:07:13,2021-07-07 16:01:00,Fairfax,Virginia,314,"Calls pretending to be government, businesses, or family and friends",Y
3366046876,2021-07-07 16:07:13,2021-07-07 16:44:00,,Missouri,636,Dropped call or no message,Y
7174752020,2021-07-07 16:07:13,2021-07-07 16:05:00,Myrtle Beach,South Carolina,717,Other,N
6072286029,2021-07-07 16:07:15,2021-07-06 09:21:00,Bingo,New York,607,Other,N
5853858261,2021-07-07 16:07:17,2021-07-07 10:30:00,san pedro,California,740,Other,Y
2067425029,2021-07-07 16:07:20,2021-07-07 13:28:00,Columbus,Ohio,614,Other,N
3108392260,2021-07-07 16:07:22,2021-07-07 12:12:00,,California,310,Other,
4194308397,2021-07-07 16:07:24,2021-07-07 09:39:00,Seattle,Oregon,503,Warranties  & protection plans,Y
2402248797,2021-07-07 16:07:27,2021-07-02 00:45:00,,Virginia,202,Other,Y
2286878809,2021-07-07 16:07:31,2021-07-07 15:01:00,Bay St. Louis,Mississippi,228,Warranties  & protection plans,Y
6036003084,2021-07-07 16:07:31,2021-07-07 13:53:00,,New Hampshire,603,No Subject Provided,Y
7343464437,2021-07-07 16:07:35,2021-07-01 22:03:00,New York,New York,646,Other,Y
3212043063,2021-07-07 16:07:36,2021-07-06 09:57:00,West Palm Beach,Florida,561,Work from home  & other ways to make money,N
6503962179,2021-07-07 16:07:38,2021-07-05 11:05:00,,California,310,Warranties  & protection plans,Y
2068889845,2021-07-07 16:07:40,2021-06-29 15:40:00,Bellingham,Washington,360,Medical  & prescriptions,Y
2062089530,2021-07-07 16:07:45,2021-07-07 13:15:00,Normandy Park,Washington,206,Other,Y
2402010020,2021-07-07 16:07:46,2021-07-06 15:51:00,Easton,Maryland,443,Other,Y
2175732756,2021-07-07 16:07:46,2021-07-07 14:23:00,decatur,Illinois,217,Other,
9167759658,2021-07-07 16:07:48,2021-07-07 13:00:00,,California,818,"Calls pretending to be government, businesses, or family and friends",Y
2035162160,2021-07-07 16:07:49,2021-07-07 11:43:00,Natchez,Mississippi,601,Other,Y
2076234198,2021-07-07 16:07:50,2021-07-06 12:44:00,,Maine,207,Warranties  & protection plans,Y
8154273907,2021-07-07 16:07:52,2021-07-07 15:07:00,Danville,Illinois,217,Dropped call or no message,Y
9472072949,2021-07-07 16:07:53,2021-06-24 17:00:00,,California,209,Dropped call or no message,Y
4052454419,2021-07-07 16:07:54,2021-07-06 09:52:00,Oklahoma City,Oklahoma,405,Other,Y
5109315344,2021-07-07 16:07:58,2021-07-06 17:57:00,Pinole,California,510,Other,Y
5039288469,2021-07-07 16:08:00,2021-07-07 13:37:00,Benton,Illinois,618,Other,N
33443456025,2021-07-07 16:08:02,2021-07-07 15:06:00,,Wisconsin,262,No Subject Provided,
4434922800,2021-07-07 16:08:03,2021-07-07 15:09:00,Omaha,Nebraska,402,Dropped call or no message,Y
3157281744,2021-07-07 16:08:26,2021-07-07 14:35:00,,New York,315,No Subject Provided,N
5053568388,2021-07-07 16:08:07,2021-07-07 15:51:00,South Amboy,New Jersey,505,Warranties  & protection plans,Y
6194800528,2021-07-07 16:08:11,2021-07-07 15:59:00,SNELLVILLE,Georgia,770,Other,Y
,2021-07-07 16:08:13,2021-07-07 00:00:00,,New York,718,No Subject Provided,Y
6672300124,2021-07-07 16:08:17,2021-07-07 16:02:00,Knoxville,Tennessee,865,Warranties  & protection plans,Y
7044233925,2021-07-07 16:08:19,2021-07-07 16:02:00,Weaverville,North Carolina,704,Other,Y
8558440114,2021-07-07 16:08:21,2021-07-07 15:24:00,McPherson,Kansas,620,Other,Y
9705365970,2021-07-07 16:08:22,2021-07-07 16:05:00,Kittery,Maine,207,"Calls pretending to be government, businesses, or family and friends",Y
6077333086,2021-07-07 16:08:31,2021-07-07 15:50:00,Elmira,New York,607,Other,Y
4235012985,2021-07-07 16:09:36,2021-07-07 15:53:00,,Tennessee,865,No Subject Provided,N
,2021-07-07 16:10:09,2021-06-24 16:04:00,,North Carolina,704,No Subject Provided,N
9514502653,2021-07-07 16:08:35,2021-07-06 16:48:00,Temple,Texas,254,Other,N
3039174918,2021-07-07 16:08:35,2021-07-07 14:11:00,,Michigan,248,Medical  & prescriptions,Y
8582615853,2021-07-07 16:08:36,2021-07-07 10:31:00,san pedro,California,740,Other,Y
8555751978,2021-07-07 16:08:37,2021-07-05 11:00:00,,New York,845,No Subject Provided,Y
3212043063,2021-07-07 16:08:37,2021-07-05 13:52:00,West Palm Beach,Florida,561,Computer  & technical support,N
9167759658,2021-07-07 16:08:37,2021-07-07 13:00:00,,California,818,"Calls pretending to be government, businesses, or family and friends",Y
4086862328,2021-07-07 16:08:39,2021-07-07 13:07:00,San Jose,California,408,No Subject Provided,
2083730233,2021-07-07 16:08:41,2021-07-07 14:06:00,,Idaho,208,"Calls pretending to be government, businesses, or family and friends",Y
2096427514,2021-07-07 16:08:45,2021-06-24 13:33:00,,California,209,Dropped call or no message,Y
3866618995,2021-07-07 16:08:45,2021-07-07 10:17:00,South Daytona,Florida,386,Other,Y
2482161981,2021-07-07 16:08:47,2021-07-07 16:04:00,Bloomfield Hills,Michigan,248,No Subject Provided,Y
9018786017,2021-07-07 16:08:54,2021-07-06 14:34:00,,Tennessee,901,No Subject Provided,Y
8886386241,2021-07-07 16:08:57,2021-07-07 15:08:00,,Minnesota,612,"Calls pretending to be government, businesses, or family and friends",
3463595901,2021-07-07 16:08:59,2021-06-23 09:24:00,New York,New York,646,Other,Y
2068889929,2021-07-07 16:09:02,2021-06-28 15:07:00,Bellingham,Washington,360,Medical  & prescriptions,Y
8159533513,2021-07-07 16:09:06,2021-07-07 15:07:00,,Illinois,815,"Reducing your debt (credit cards, mortgage, student loans)",Y
8665247037,2021-07-07 16:09:07,2021-07-07 15:07:00,Clinton,Illinois,217,Other,Y
7029319994,2021-07-07 16:09:12,2021-07-07 13:28:00,Belton,Texas,409,"Reducing your debt (credit cards, mortgage, student loans)",Y
8433196928,2021-07-07 16:09:13,2021-07-06 09:55:00,Florence,South Carolina,843,Other,Y
6304513848,2021-07-07 16:09:14,2021-07-07 13:19:00,,Illinois,630,"Calls pretending to be government, businesses, or family and friends",Y
7866281527,2021-07-07 16:09:16,2021-07-07 15:53:00,amelia,Ohio,513,"Calls pretending to be government, businesses, or family and friends",Y
5153656093,2021-07-07 16:09:17,2021-07-07 14:52:00,,Iowa,515,Medical  & prescriptions,Y
6012022388,2021-07-07 16:09:18,2021-07-07 14:31:00,Natchez,Mississippi,601,Other,Y
5036549592,2021-07-07 16:09:21,2021-07-07 13:14:00,,California,619,"Calls pretending to be government, businesses, or family and friends",Y
3156924040,2021-07-07 16:09:21,2021-07-07 14:37:00,,New York,315,"Calls pretending to be government, businesses, or family and friends",Y
8302220687,2021-07-07 16:09:24,2021-07-07 15:01:00,,Texas,210,Other,
9284579279,2021-07-07 16:09:26,2021-07-07 13:07:00,Kingman,Arizona,928,Other,Y
9092961632,2021-07-07 16:09:28,2021-07-07 12:25:00,,California,909,Other,
3092919991,2021-07-07 16:09:30,2021-07-07 12:46:00,Benton,Illinois,618,Other,N
4244163582,2021-07-07 16:09:31,2021-07-07 12:53:00,PHOENIX,Arizona,602,"Reducing your debt (credit cards, mortgage, student loans)",Y
6197841882,2021-07-07 16:09:33,2021-06-24 10:32:00,,California,209,Dropped call or no message,Y
3177761092,2021-07-07 16:09:40,2021-07-07 16:05:00,Indianapolis,Indiana,317,Medical  & prescriptions,Y
0016042768210,2021-07-07 16:09:40,2021-07-07 15:58:00,San Antonio,Texas,210,"Calls pretending to be government, businesses, or family and friends",Y
8333041447,2021-07-07 16:09:45,2021-07-07 16:04:00,,Minnesota,612,Warranties  & protection plans,N
7187403903,2021-07-07 16:09:47,2021-07-07 03:48:00,,New Jersey,732,Other,N
3523205355,2021-07-07 16:09:51,2021-07-06 16:16:00,Homestead,Florida,786,Other,Y
3364390948,2021-07-07 16:10:38,2021-06-29 13:33:00,,North Carolina,336,No Subject Provided,
7048444671,2021-07-07 16:09:52,2021-07-06 11:48:00,Southport,North Carolina,910,Warranties  & protection plans,Y
8339154027,2021-07-07 16:09:54,2021-07-07 15:53:00,Myrtle Beach,South Carolina,843,Other,Y
4434962258,2021-07-07 16:09:55,2021-07-06 14:32:00,Easton,Maryland,443,Other,Y
5036185574,2021-07-07 16:09:58,2021-07-07 13:59:00,,California,619,"Calls pretending to be government, businesses, or family and friends",Y
5867955677,2021-07-07 16:10:56,2021-07-07 16:05:00,,Michigan,586,No Subject Provided,
2068889946,2021-07-07 16:10:03,2021-06-28 13:35:00,Bellingham,Washington,360,Medical  & prescriptions,Y
6504478968,2021-07-07 16:10:05,2021-07-07 13:08:00,,California,650,"Calls pretending to be government, businesses, or family and friends",Y
7029319995,2021-07-07 16:10:08,2021-07-07 13:28:00,Belton,Texas,409,"Reducing your debt (credit cards, mortgage, student loans)",Y
8884971859,2021-07-07 16:10:15,2021-07-07 15:00:00,Pueblo,Colorado,888,Other,Y
2092814100,2021-07-07 16:10:17,2021-06-24 08:15:00,,California,209,Dropped call or no message,Y
4842972187,2021-07-07 16:10:17,2021-07-07 10:54:00,Wilmington,Delaware,302,Other,Y
4056747984,2021-07-07 16:10:22,2021-07-07 16:00:00,,Ohio,513,"Calls pretending to be government, businesses, or family and friends",Y
2542792346,2021-07-07 16:10:23,2021-07-07 02:54:00,Kingsland,Texas,254,Other,N
5036615915,2021-07-07 16:10:25,2021-07-07 16:07:00,Dallas,Texas,214,Dropped call or no message,Y
5036592916,2021-07-07 16:10:32,2021-07-07 15:05:00,,California,619,"Calls pretending to be government, businesses, or family and friends",Y
2312772591,2021-07-07 16:10:36,2021-07-07 16:09:00,Hudsonville,Michigan,231,Other,Y
4056713945,2021-07-07 16:10:36,2021-07-07 09:03:00,Oklahoma City,Oklahoma,405,Medical  & prescriptions,Y
9088065756,2021-07-07 16:10:37,2021-07-07 16:08:00,,New Jersey,908,Other,Y
9044601803,2021-07-07 16:10:41,2021-07-07 14:46:00,South Daytona,Florida,386,Other,Y
3125849563,2021-07-07 16:10:42,2021-07-07 15:33:00,Kingsport,Tennessee,423,Other,Y
6513070342,2021-07-07 16:10:44,2021-07-07 17:02:00,,Florida,954,"Calls pretending to be government, businesses, or family and friends",Y
3033090854,2021-07-07 16:10:48,2021-07-07 13:02:00,,Washington,206,Dropped call or no message,Y
5092602527,2021-07-07 16:11:19,2021-07-06 12:32:00,,Washington,509,No Subject Provided,N
4014957094,2021-07-07 16:11:58,2021-07-07 00:00:00,,New Hampshire,603,No Subject Provided,N
8184357268,2021-07-07 16:10:49,2021-07-06 10:55:00,Agoura Hills,California,949,Home improvement  & cleaning,N
2622161464,2021-07-07 16:10:51,2021-07-07 12:48:00,Kenosha,Wisconsin,262,Medical  & prescriptions,Y
6107260898,2021-07-07 16:10:54,2021-07-07 15:34:00,,Pennsylvania,610,No Subject Provided,Y
4046308912,2021-07-07 16:10:55,2021-07-07 16:37:00,Gainesville,Georgia,404,Other,Y
3154782707,2021-07-07 16:10:58,2021-07-07 12:00:00,Camillus,New York,315,Other,Y
2092844619,2021-07-07 16:11:02,2021-07-07 13:09:00,Gresham,Oregon,971,Other,Y
7653908991,2021-07-07 16:11:02,2021-07-07 11:20:00,Madison,Wisconsin,608,Dropped call or no message,Y
8638868218,2021-07-07 16:11:13,2021-07-07 14:58:00,,Florida,863,No Subject Provided,Y
7815581109,2021-07-07 16:11:13,2021-07-07 15:29:00,Ovalo,Texas,781,"Calls pretending to be government, businesses, or family and friends",N
3155629878,2021-07-07 16:12:27,2021-07-07 15:47:00,,New York,315,No Subject Provided,N
8453938850,2021-07-07 16:11:14,2021-07-07 15:06:00,Richardson,Texas,469,Warranties  & protection plans,N
2098495153,2021-07-07 16:11:17,2021-06-23 14:00:00,,California,209,"Energy, solar,  & utilities",Y
2178751058,2021-07-07 16:11:18,2021-07-07 15:03:00,decatur,Illinois,217,"Reducing your debt (credit cards, mortgage, student loans)",Y
4079217763,2021-07-07 16:11:18,2021-07-07 17:00:00,,New York,718,"Calls pretending to be government, businesses, or family and friends",Y
5086190766,2021-07-07 16:11:21,2021-07-07 13:09:00,Gilbert,Arizona,480,Warranties  & protection plans,Y
5714274713,2021-07-07 16:11:23,2021-07-06 18:06:00,CYPRESS,Texas,281,Dropped call or no message,Y
5803015558,2021-07-07 16:11:24,2021-06-30 12:37:00,Southport,North Carolina,910,Warranties  & protection plans,Y
3156795273,2021-07-07 16:11:25,2021-07-07 17:01:00,Evans Mills,New York,315,No Subject Provided,Y
9206766732,2021-07-07 16:11:26,2021-07-07 15:07:00,,Wisconsin,920,Other,Y
8652170237,2021-07-07 16:11:29,2021-07-07 15:26:00,Kingsport,Tennessee,423,Other,Y
,2021-07-07 16:11:33,2021-07-07 00:00:00,,Florida,407,Other,Y
7242223911,2021-07-07 16:11:39,2021-07-07 09:44:00,Oklahoma City,Oklahoma,405,Other,Y
9196825962,2021-07-07 16:11:41,2021-07-06 13:50:00,Palm Desert,California,760,"Lotteries, prizes  & sweepstakes",Y
9516770763,2021-07-07 16:11:43,2021-07-07 00:00:00,,New York,718,No Subject Provided,Y
6022324936,2021-07-07 16:11:43,2021-07-07 13:00:00,Gilbert,Arizona,760,Vacation  & timeshares,N
6107260898,2021-07-07 16:11:44,2021-07-07 09:53:00,,Pennsylvania,610,No Subject Provided,Y
fasttowriteit,2021-07-07 16:11:44,2021-07-07 15:30:00,Evanston,Illinois,847,"Calls pretending to be government, businesses, or family and friends",N
8888423308,2021-07-07 16:11:47,2021-07-07 13:09:00,,Arizona,928,Other,Y
5623435323,2021-07-07 16:11:49,2021-07-07 13:10:00,,California,916,Warranties  & protection plans,Y
2028406402,2021-07-07 16:11:50,2021-07-07 13:13:00,St Cloud,Florida,801,Other,Y
4027322101,2021-07-07 16:11:52,2021-07-07 14:48:00,Omaha,Nebraska,402,Other,N
7187403900,2021-07-07 16:11:55,2021-07-07 04:04:00,,New Jersey,732,Other,N
4158466332,2021-07-07 16:11:56,2021-07-07 11:58:00,Ashland,Oregon,415,Warranties  & protection plans,Y
5092602571,2021-07-07 16:12:26,2021-07-06 08:50:00,,Washington,509,No Subject Provided,N
6039287909,2021-07-07 16:11:58,2021-07-07 15:23:00,,Maryland,301,Medical  & prescriptions,Y
,2021-07-07 16:12:01,2021-07-07 15:11:00,Chicago,Illinois,312,Warranties  & protection plans,N
2134555934,2021-07-07 16:12:08,2021-06-23 13:37:00,,California,209,Other,Y
7755743550,2021-07-07 16:12:11,2021-07-07 10:40:00,,Illinois,630,"Calls pretending to be government, businesses, or family and friends",Y
5165309598,2021-07-07 16:12:13,2021-07-07 16:10:00,,New York,516,Warranties  & protection plans,Y
2819166559,2021-07-07 16:12:15,2021-07-06 15:40:00,CYPRESS,Texas,281,Dropped call or no message,Y
7023311728,2021-07-07 16:12:19,2021-07-07 12:53:00,bakersfield,California,661,"Energy, solar,  & utilities",N
7086808973,2021-07-07 16:12:26,2021-07-07 04:07:00,SAINT ALBANS,New York,917,Other,Y
6109986847,2021-07-07 16:12:28,2021-07-06 11:40:00,,Pennsylvania,610,No Subject Provided,Y
9729249056,2021-07-07 16:12:36,2021-07-07 10:24:00,Belton,Texas,409,Dropped call or no message,Y
9089052100,2021-07-07 16:12:39,2021-07-07 12:29:00,Oklahoma City,Oklahoma,405,Other,Y
,2021-07-07 16:12:48,2021-07-05 00:00:00,,Arkansas,870,Other,Y
3322234737,2021-07-07 16:12:49,2021-07-07 16:05:00,Massapequa,New York,516,"Energy, solar,  & utilities",Y
8637338583,2021-07-07 16:12:50,2021-07-07 15:08:00,,Illinois,847,Warranties  & protection plans,Y
8038503491,2021-07-07 16:12:53,2021-07-06 14:46:00,Ridgeland,South Carolina,843,"Energy, solar,  & utilities",Y
6463857239,2021-07-07 16:12:55,2021-07-07 16:00:00,LIC,New York,646,"Reducing your debt (credit cards, mortgage, student loans)",Y
4433356566,2021-07-07 16:12:56,2021-07-06 13:34:00,Easton,Maryland,443,Other,Y
4402364611,2021-07-07 16:12:58,2021-07-07 12:00:00,Oldsmar,Florida,727,Other,Y
2393170040,2021-07-07 16:12:59,2021-07-07 11:32:00,bakersfield,California,661,Other,Y
2703307431,2021-07-07 16:13:01,2021-07-06 14:44:00,CYPRESS,Texas,281,Dropped call or no message,Y
6145030527,2021-07-07 16:13:02,2021-07-02 16:24:00,,Kentucky,859,Dropped call or no message,Y
6197841883,2021-07-07 16:13:04,2021-06-22 10:06:00,,California,209,Dropped call or no message,Y
7204384062,2021-07-07 16:13:04,2021-07-07 14:00:00,Highlands Ranch,Colorado,303,"Reducing your debt (credit cards, mortgage, student loans)",Y
9173834544,2021-07-07 16:13:05,2021-07-07 15:56:00,Euclid,Ohio,216,Computer  & technical support,Y
9567200002,2021-07-07 16:13:07,2021-07-07 02:11:00,Los Angeles,California,323,Other,N
5617258875,2021-07-07 16:13:38,2021-07-07 13:51:00,,Florida,954,No Subject Provided,N
3858554298,2021-07-07 16:13:42,2021-07-07 13:07:00,,Idaho,208,No Subject Provided,
3214657827,2021-07-07 16:13:07,2021-07-07 15:59:00,South Daytona,Florida,386,Other,Y
4059007364,2021-07-07 16:13:11,2021-07-07 15:12:00,Oklahoma City,Oklahoma,405,Warranties  & protection plans,N
6695443004,2021-07-07 16:13:11,2021-07-07 09:37:00,Ashland,California,415,Other,N
3608452837,2021-07-07 16:13:12,2021-07-07 10:29:00,San Rafael,California,530,Other,N
4707944032,2021-07-07 16:13:13,2021-07-07 14:11:00,Niantic,Connecticut,860,"Energy, solar,  & utilities",Y
6108647904,2021-07-07 16:13:17,2021-07-02 17:34:00,,Pennsylvania,610,No Subject Provided,Y
3192373298,2021-07-07 16:13:17,2021-07-07 14:58:00,WEST BRANCH,Iowa,319,Dropped call or no message,Y
8334872646,2021-07-07 16:13:18,2021-07-07 15:39:00,Boynton Beach,Florida,516,Other,N
8333041447,2021-07-07 16:13:22,2021-07-06 11:48:00,Southport,North Carolina,910,Warranties  & protection plans,Y
8609846609,2021-07-07 16:13:22,2021-06-29 15:31:00,Allentown,Pennsylvania,860,"Calls pretending to be government, businesses, or family and friends",Y
5404033223,2021-07-07 16:13:25,2021-07-07 16:03:00,Cumming,Georgia,678,Warranties  & protection plans,Y
8777770179,2021-07-07 16:13:33,2021-07-07 14:53:00,,Wisconsin,608,Dropped call or no message,Y
2103617306,2021-07-07 16:13:37,2021-07-07 08:17:00,Belton,Texas,409,Dropped call or no message,Y
2242257939,2021-07-07 16:14:45,2021-07-07 15:05:00,,Illinois,224,No Subject Provided,
7754998285,2021-07-07 16:13:40,2021-07-06 15:04:00,bakersfield,California,661,Other,Y
,2021-07-07 16:13:41,2021-07-06 00:00:00,,Texas,254,Other,Y
7865511549,2021-07-07 16:13:42,2021-07-06 13:11:00,CYPRESS,Texas,281,Dropped call or no message,Y
2093486057,2021-07-07 16:13:51,2021-07-05 09:54:00,,California,209,Dropped call or no message,Y
6612373773,2021-07-07 16:13:53,2021-07-07 16:04:00,,Connecticut,860,Dropped call or no message,
6207363045,2021-07-07 16:14:00,2021-07-07 11:08:00,,Kansas,620,Dropped call or no message,Y
6037792077,2021-07-07 16:15:10,2021-07-07 00:00:00,,New Hampshire,603,No Subject Provided,N
9708235496,2021-07-07 16:14:02,2021-07-07 15:04:00,San Antonio,Texas,210,"Calls pretending to be government, businesses, or family and friends",Y
8327724539,2021-07-07 16:14:04,2021-07-07 14:02:00,Spring,Louisiana,337,No Subject Provided,N
2095123597,2021-07-07 16:14:05,2021-07-07 11:28:00,San Rafael,California,530,Other,N
5022895620,2021-07-07 16:14:05,2021-07-03 16:39:00,,Kentucky,859,Dropped call or no message,Y
8135746871,2021-07-07 16:14:13,2021-07-06 02:13:00,Tampa,Florida,813,Warranties  & protection plans,Y
2762006073,2021-07-07 16:14:16,2021-07-07 13:36:00,,Missouri,609,"Calls pretending to be government, businesses, or family and friends",Y
6782768192,2021-07-07 16:14:17,2021-07-07 13:26:00,Columbus,Ohio,614,Dropped call or no message,Y
4094662998,2021-07-07 16:14:18,2021-07-06 18:02:00,Belton,Texas,409,Dropped call or no message,Y
4108878000,2021-07-07 16:15:21,2021-07-07 09:36:00,,Illinois,847,No Subject Provided,
2137971125,2021-07-07 16:14:24,2021-07-06 15:09:00,PLM CITY,Florida,772,No Subject Provided,
8004420776,2021-07-07 16:14:27,2021-07-06 04:27:00,Ashland,California,415,Other,N
5037661208,2021-07-07 16:14:28,2021-07-07 12:00:00,,Florida,954,"Calls pretending to be government, businesses, or family and friends",Y
9195382563,2021-07-07 16:14:30,2021-07-07 00:00:00,,New York,917,No Subject Provided,Y
9593356608,2021-07-07 16:14:34,2021-07-07 15:50:00,Canaan,New Hampshire,603,"Calls pretending to be government, businesses, or family and friends",Y
9412532137,2021-07-07 16:14:37,2021-07-07 16:13:00,North Port,Florida,941,Other,Y
7187667972,2021-07-07 16:14:40,2021-07-07 00:00:00,,New York,718,No Subject Provided,Y
6572049334,2021-07-07 16:14:40,2021-07-07 00:00:00,,California,949,Warranties  & protection plans,Y
3606374749,2021-07-07 16:14:41,2021-07-07 13:12:00,OLYMPIA,Washington,360,Other,
2672258053,2021-07-07 16:14:43,2021-07-07 15:46:00,Philadelphia,Pennsylvania,267,Warranties  & protection plans,Y
9495875927,2021-07-07 16:14:44,2021-07-02 16:11:00,,California,209,Dropped call or no message,Y
